id,material,substrate,process,T_C,P_Torr,t_pulse_s,GPC_A_per_cycle,Uniformity_pct,Interdiffusion_Width_nm,Diffusivity_cm2_per_s,Diffusivity_cm2_per_s_str,x_max_nm
ALD_HfO2_Si_05738,HfO2,Si(100),ALD,246.6,9.8,0.91,1.11,99.9,1.71,1.30968237115133e-17,1.31e-17,7.6743773509123425
ALD_HfO2_Si_05739,HfO2,Si(100),ALD,154.6,7.1,0.48,0.97,95.8,1.57,2.761204039921544e-18,2.76e-18,2.3497024703114477
ALD_HfO2_Si_05740,HfO2,Si(100),ALD,247.7,9.7,0.14,1.06,94.9,1.64,2.2872721019670343e-18,2.29e-18,1.2064522414723249
ALD_HfO2_Si_05741,HfO2,Si(100),ALD,156.6,5.0,0.85,1.0,96.0,1.54,3.2525259581901727e-18,3.25e-18,3.3287710184016173
ALD_HfO2_Si_05742,HfO2,Si(100),ALD,181.2,4.8,0.27,0.98,99.9,0.58,1.4191484237896997e-18,1.42e-18,0.4667315267161526
ALD_HfO2_Si_05743,HfO2,Si(100),ALD,298.9,5.9,0.4,1.12,99.9,2.0,6.27292563918221e-18,6.27e-18,4.118493769371115
ALD_HfO2_Si_05744,HfO2,Si(100),ALD,315.1,5.3,0.12,1.1,99.9,2.0,3.5589984923279996e-18,3.56e-18,1.6991349496071442
ALD_HfO2_Si_05745,HfO2,Si(100),ALD,304.4,4.3,0.22,1.09,99.9,2.0,5.671310299387481e-18,5.67e-18,2.9041991455905816
ALD_HfO2_Si_05746,HfO2,Si(100),ALD,267.4,3.8,0.71,1.11,99.9,2.0,7.054515545859384e-18,7.05e-18,5.818836036004683
ALD_HfO2_Si_05747,HfO2,Si(100),ALD,225.2,1.1,0.53,1.05,99.9,0.84,5.686849529668961e-18,5.69e-18,1.8958171243292428
ALD_HfO2_Si_05748,HfO2,Si(100),ALD,343.9,8.4,0.54,1.17,99.9,2.0,2.560977754296377e-17,2.56e-17,9.66881233362376
ALD_HfO2_Si_05749,HfO2,Si(100),ALD,319.7,5.1,0.95,1.17,99.9,2.0,2.1576573936223412e-17,2.16e-17,10.0
ALD_HfO2_Si_05750,HfO2,Si(100),ALD,282.2,3.9,1.0,1.12,99.9,2.0,1.8385818556766397e-17,1.84e-17,10.0
ALD_HfO2_Si_05751,HfO2,Si(100),ALD,249.0,3.4,0.79,1.09,99.9,1.73,1.1877131271649947e-17,1.19e-17,6.889041156853252
ALD_HfO2_Si_05752,HfO2,Si(100),ALD,272.1,1.9,0.09,1.06,99.9,2.0,9.551793141542784e-19,9.55e-19,0.7623195489632042
ALD_HfO2_Si_05753,HfO2,Si(100),ALD,255.3,7.4,0.49,1.1,99.9,1.98,6.6448632207238e-18,6.64e-18,4.644613770613466
ALD_HfO2_Si_05754,HfO2,Si(100),ALD,264.1,9.2,0.65,1.08,99.9,2.0,1.3341002759674419e-17,1.33e-17,7.6563938068786275
ALD_HfO2_Si_05755,HfO2,Si(100),ALD,186.6,8.2,0.83,1.03,96.9,0.58,4.499252922386309e-18,4.5e-18,1.457070601505432
ALD_HfO2_Si_05756,HfO2,Si(100),ALD,186.8,5.5,0.71,1.01,98.8,0.47,5.874572740294565e-18,5.87e-18,1.2478389209691492
ALD_HfO2_Si_05757,HfO2,Si(100),ALD,326.0,6.5,0.87,1.18,99.9,2.0,2.271858956887316e-17,2.27e-17,10.0
ALD_HfO2_Si_05758,HfO2,Si(100),ALD,265.8,4.7,0.64,1.09,99.9,2.0,7.491411797550454e-18,7.49e-18,5.693052256999077
ALD_HfO2_Si_05759,HfO2,Si(100),ALD,346.9,5.5,0.17,1.15,99.9,2.0,5.364672023918751e-18,5.36e-18,2.482958132930845
ALD_HfO2_Si_05760,HfO2,Si(100),ALD,327.9,5.0,0.29,1.16,99.9,2.0,6.5707270124184594e-18,6.57e-18,3.589046284898698
ALD_HfO2_Si_05761,HfO2,Si(100),ALD,217.0,8.1,0.44,1.04,99.9,0.65,2.983388552980958e-18,2.98e-18,0.9681395380205172
ALD_HfO2_Si_05762,HfO2,Si(100),ALD,261.3,4.3,0.18,1.08,99.9,2.0,2.2746489775320752e-18,2.27e-18,1.6636684993895354
ALD_HfO2_Si_05763,HfO2,Si(100),ALD,198.0,1.8,0.65,1.02,99.9,0.66,4.795838546066104e-18,4.8e-18,1.5148730629419203
ALD_HfO2_Si_05764,HfO2,Si(100),ALD,165.0,7.9,0.53,0.97,95.0,1.13,2.6165886238007723e-18,2.62e-18,1.7299257173933917
ALD_HfO2_Si_05765,HfO2,Si(100),ALD,279.0,1.8,0.39,1.1,99.9,2.0,5.897971340042136e-18,5.9e-18,3.9432742284663753
ALD_HfO2_Si_05766,HfO2,Si(100),ALD,291.4,1.9,0.61,1.12,99.9,2.0,1.2006407365621045e-17,1.2e-17,7.036307370551327
ALD_HfO2_Si_05767,HfO2,Si(100),ALD,285.6,2.8,0.66,1.13,99.9,2.0,1.3410883986886628e-17,1.34e-17,7.7352440165707375
ALD_HfO2_Si_05768,HfO2,Si(100),ALD,333.5,3.8,0.37,1.15,99.9,2.0,7.42393408100588e-18,7.42e-18,4.309146542345933
ALD_HfO2_Si_05769,HfO2,Si(100),ALD,161.7,9.8,0.34,0.98,94.0,1.35,1.5862153068143353e-18,1.59e-18,1.2888359678896613
ALD_HfO2_Si_05770,HfO2,Si(100),ALD,224.1,1.5,0.47,1.02,99.9,0.88,2.4692590186383357e-18,2.47e-18,1.2324186952403111
ALD_HfO2_Si_05771,HfO2,Si(100),ALD,233.6,0.7,0.86,1.1,99.9,1.22,8.481246822463005e-18,8.48e-18,4.283337148266885
ALD_HfO2_Si_05772,HfO2,Si(100),ALD,219.1,8.1,0.1,1.02,98.9,0.7,8.955812583905353e-19,8.96e-19,0.3
ALD_HfO2_Si_05773,HfO2,Si(100),ALD,172.5,4.1,0.23,0.99,99.1,0.81,1.5580475117151869e-18,1.56e-18,0.6303512780870704
ALD_HfO2_Si_05774,HfO2,Si(100),ALD,236.7,9.9,0.86,1.07,99.9,1.15,9.594214989271886e-18,9.59e-18,4.294327293826329
ALD_HfO2_Si_05775,HfO2,Si(100),ALD,267.2,7.6,0.99,1.12,99.9,2.0,1.6869405752179024e-17,1.69e-17,10.0
ALD_HfO2_Si_05776,HfO2,Si(100),ALD,272.0,6.9,0.39,1.07,99.9,2.0,6.044364193758764e-18,6.04e-18,3.9919120431724955
ALD_HfO2_Si_05777,HfO2,Si(100),ALD,250.3,5.2,0.1,1.06,99.9,1.72,9.492027094591511e-19,9.49e-19,0.6888922259448192
ALD_HfO2_Si_05778,HfO2,Si(100),ALD,257.8,3.7,0.24,1.06,99.9,1.93,2.231895341503116e-18,2.23e-18,1.8362981430008436
ALD_HfO2_Si_05779,HfO2,Si(100),ALD,305.6,1.4,0.59,1.14,99.9,2.0,1.163830758322405e-17,1.16e-17,6.813092246911881
ALD_HfO2_Si_05780,HfO2,Si(100),ALD,296.6,0.6,0.21,1.12,99.9,2.0,3.2949257639777438e-18,3.29e-18,2.1627474689715407
ALD_HfO2_Si_05781,HfO2,Si(100),ALD,335.6,0.7,0.17,1.13,99.9,2.0,4.597364862451362e-18,4.6e-18,2.298541211274905
ALD_HfO2_Si_05782,HfO2,Si(100),ALD,285.4,1.2,0.37,1.09,99.9,2.0,5.601351937098911e-18,5.6e-18,3.743007008418739
ALD_HfO2_Si_05783,HfO2,Si(100),ALD,202.3,3.3,0.56,1.04,99.9,0.41,4.84245443831942e-18,4.84e-18,0.8777159573572343
ALD_HfO2_Si_05784,HfO2,Si(100),ALD,282.0,3.5,0.15,1.12,99.9,2.0,2.5935796024778724e-18,2.59e-18,1.621693471933757
ALD_HfO2_Si_05785,HfO2,Si(100),ALD,230.6,4.6,0.32,1.04,99.9,0.92,3.701632614662607e-18,3.7e-18,1.301675783673981
ALD_HfO2_Si_05786,HfO2,Si(100),ALD,210.6,8.0,0.75,1.06,98.7,0.46,7.036682804003953e-18,7.04e-18,1.373775614167857
ALD_HfO2_Si_05787,HfO2,Si(100),ALD,205.7,2.3,0.69,1.04,99.9,0.65,5.1382031873813974e-18,5.14e-18,1.5910612233035852
ALD_HfO2_Si_05788,HfO2,Si(100),ALD,218.7,6.2,0.63,1.08,99.9,0.75,5.384619183127574e-18,5.38e-18,1.79577692793543
ALD_HfO2_Si_05789,HfO2,Si(100),ALD,299.7,1.4,0.94,1.12,99.9,2.0,2.193198026631181e-17,2.19e-17,10.0
ALD_HfO2_Si_05790,HfO2,Si(100),ALD,321.4,4.7,0.74,1.16,99.9,2.0,3.8495809546678486e-17,3.85e-17,10.0
ALD_HfO2_Si_05791,HfO2,Si(100),ALD,219.0,9.2,0.44,1.02,99.9,0.73,2.940019917232968e-18,2.94e-18,1.0793633985322868
ALD_HfO2_Si_05792,HfO2,Si(100),ALD,214.5,5.3,0.66,1.01,99.9,0.51,5.7526016509878345e-18,5.75e-18,1.2918665311792963
ALD_HfO2_Si_05793,HfO2,Si(100),ALD,153.8,3.9,0.82,1.0,95.5,1.58,2.6625249180295924e-18,2.66e-18,3.034968626065262
ALD_HfO2_Si_05794,HfO2,Si(100),ALD,334.6,6.0,0.25,1.15,99.9,2.0,7.071141954360679e-18,7.07e-18,3.4569104562990267
ALD_HfO2_Si_05795,HfO2,Si(100),ALD,349.0,6.9,0.84,1.19,99.9,2.0,2.240790981708385e-17,2.24e-17,10.0
ALD_HfO2_Si_05796,HfO2,Si(100),ALD,229.6,1.4,0.98,1.08,99.9,0.97,9.413166256730293e-18,9.41e-18,3.829975440455443
ALD_HfO2_Si_05797,HfO2,Si(100),ALD,267.5,5.6,0.33,1.13,99.9,2.0,5.051799325265022e-18,5.05e-18,3.357015629216107
ALD_HfO2_Si_05798,HfO2,Si(100),ALD,239.6,3.4,0.87,1.08,99.9,1.26,8.239560205719618e-18,8.24e-18,4.385564871046541
ALD_HfO2_Si_05799,HfO2,Si(100),ALD,186.4,1.1,0.38,1.01,99.9,0.58,1.442121027557072e-18,1.44e-18,0.5581667973634779
ALD_HfO2_Si_05800,HfO2,Si(100),ALD,244.0,0.5,0.72,1.07,99.9,1.38,1.263861120842666e-17,1.26e-17,5.411757952671828
ALD_HfO2_Si_05801,HfO2,Si(100),ALD,201.5,0.6,0.56,1.03,99.9,0.5,5.374125415936796e-18,5.37e-18,1.1276161019649578
ALD_HfO2_Si_05802,HfO2,Si(100),ALD,342.9,4.7,0.29,1.15,99.9,2.0,8.711057107907757e-18,8.71e-18,4.132451615487151
ALD_HfO2_Si_05803,HfO2,Si(100),ALD,234.3,9.4,0.82,1.07,99.9,1.16,6.529299670163131e-18,6.53e-18,3.489326176585742
ALD_HfO2_Si_05804,HfO2,Si(100),ALD,232.6,9.0,0.07,1.06,97.9,1.08,7.6222978757019885e-19,7.62e-19,0.32430906355735484
ALD_HfO2_Si_05805,HfO2,Si(100),ALD,321.9,1.2,0.97,1.19,99.9,2.0,2.6916291076420726e-17,2.69e-17,10.0
ALD_HfO2_Si_05806,HfO2,Si(100),ALD,158.6,1.9,0.53,0.99,99.9,1.31,3.2775059356505347e-18,3.28e-18,2.2445243755476043
ALD_HfO2_Si_05807,HfO2,Si(100),ALD,242.5,6.0,0.72,1.04,99.9,1.47,1.0483722660886924e-17,1.05e-17,5.2503069814342815
ALD_HfO2_Si_05808,HfO2,Si(100),ALD,278.3,7.4,0.73,1.11,99.9,2.0,1.6183739271739362e-17,1.62e-17,8.936638996747009
ALD_HfO2_Si_05809,HfO2,Si(100),ALD,189.1,3.1,0.8,1.07,99.9,0.55,3.158128490262533e-18,3.16e-18,1.1364908226411556
ALD_HfO2_Si_05810,HfO2,Si(100),ALD,341.8,8.0,0.85,1.18,99.9,2.0,2.3768498492847644e-17,2.38e-17,10.0
ALD_HfO2_Si_05811,HfO2,Si(100),ALD,297.6,4.9,0.47,1.14,99.9,2.0,1.2323142291484004e-17,1.23e-17,6.257242818406761
ALD_HfO2_Si_05812,HfO2,Si(100),ALD,156.1,8.8,0.71,1.01,97.0,1.44,2.5768222815523423e-18,2.58e-18,2.5320790054348667
ALD_HfO2_Si_05813,HfO2,Si(100),ALD,292.1,5.5,0.1,1.1,99.9,2.0,2.6252702410121708e-18,2.63e-18,1.3321721671481608
ALD_HfO2_Si_05814,HfO2,Si(100),ALD,202.1,9.8,0.25,1.0,95.3,0.49,3.2229823060765082e-18,3.22e-18,0.5717924246075577
ALD_HfO2_Si_05815,HfO2,Si(100),ALD,277.0,3.2,0.33,1.06,99.9,2.0,7.471121230614296e-18,7.47e-18,4.082471952292431
ALD_HfO2_Si_05816,HfO2,Si(100),ALD,217.7,7.3,0.57,1.06,99.9,0.79,6.090485645139677e-18,6.09e-18,1.9135236464144203
ALD_HfO2_Si_05817,HfO2,Si(100),ALD,183.6,8.0,0.37,0.99,99.9,0.65,2.052164147717497e-18,2.05e-18,0.7363149509974484
ALD_HfO2_Si_05818,HfO2,Si(100),ALD,303.5,0.7,0.86,1.15,99.9,2.0,1.956394734298633e-17,1.96e-17,10.0
ALD_HfO2_Si_05819,HfO2,Si(100),ALD,211.9,4.1,0.33,1.01,99.9,0.46,1.854919454183258e-18,1.85e-18,0.4678651338184301
ALD_HfO2_Si_05820,HfO2,Si(100),ALD,245.0,7.6,0.72,1.08,99.9,1.41,6.5981630391257764e-18,6.6e-18,3.9952157262234276
ALD_HfO2_Si_05821,HfO2,Si(100),ALD,209.6,0.7,0.66,1.04,99.9,0.52,4.336615629176408e-18,4.34e-18,1.1436526194962449
ALD_HfO2_Si_05822,HfO2,Si(100),ALD,208.8,1.5,0.85,1.06,99.9,0.69,7.002679188498535e-18,7e-18,2.188436860935637
ALD_HfO2_Si_05823,HfO2,Si(100),ALD,169.9,3.7,0.65,0.99,99.9,0.91,3.1596712652841897e-18,3.16e-18,1.6953617214617793
ALD_HfO2_Si_05824,HfO2,Si(100),ALD,227.4,6.6,0.12,1.05,99.4,0.99,1.3063410519569077e-18,1.31e-18,0.5095624972725695
ALD_HfO2_Si_05825,HfO2,Si(100),ALD,319.3,0.4,0.15,1.12,99.9,2.0,4.8419056937895486e-18,4.84e-18,2.215782564581327
ALD_HfO2_Si_05826,HfO2,Si(100),ALD,269.1,1.5,0.94,1.09,99.9,2.0,1.1253815292412561e-17,1.13e-17,8.456432101903639
ALD_HfO2_Si_05827,HfO2,Si(100),ALD,212.4,2.5,0.62,1.04,99.9,0.54,5.436703058703878e-18,5.44e-18,1.288845215209233
ALD_HfO2_Si_05828,HfO2,Si(100),ALD,348.1,7.8,0.09,1.15,99.9,2.0,2.720003835363092e-18,2.72e-18,1.2864098621492708
ALD_HfO2_Si_05829,HfO2,Si(100),ALD,322.6,0.7,0.12,1.13,99.9,2.0,3.326002031608383e-18,3.33e-18,1.6425750661813665
ALD_HfO2_Si_05830,HfO2,Si(100),ALD,254.9,5.5,0.87,1.12,99.9,1.94,1.3737986491612501e-17,1.37e-17,8.718991435179998
ALD_HfO2_Si_05831,HfO2,Si(100),ALD,195.9,0.6,0.56,1.02,99.9,0.36,5.209839100525878e-18,5.21e-18,0.7993776876583463
ALD_HfO2_Si_05832,HfO2,Si(100),ALD,221.4,0.2,0.85,1.06,99.9,0.85,9.511056237009457e-18,9.51e-18,3.141854838391694
ALD_HfO2_Si_05833,HfO2,Si(100),ALD,259.7,1.4,0.52,1.07,99.9,2.0,7.825717307636265e-18,7.83e-18,5.244898614825934
ALD_HfO2_Si_05834,HfO2,Si(100),ALD,248.1,1.9,0.24,1.07,99.9,1.6,1.8411133389414823e-18,1.84e-18,1.3826403219576462
ALD_HfO2_Si_05835,HfO2,Si(100),ALD,338.8,6.0,0.24,1.15,99.9,2.0,5.1941469397316725e-18,5.19e-18,2.902926798081664
ALD_HfO2_Si_05836,HfO2,Si(100),ALD,267.9,2.2,0.96,1.11,99.9,2.0,1.0875967419260098e-17,1.09e-17,8.401230752933186
ALD_HfO2_Si_05837,HfO2,Si(100),ALD,309.9,4.9,0.7,1.12,99.9,2.0,1.7201576654811644e-17,1.72e-17,9.022076298201467
ALD_HfO2_Si_05838,HfO2,Si(100),ALD,215.5,2.0,0.12,1.04,99.9,0.86,7.009722739681451e-19,7.01e-19,0.32425213681344206
ALD_HfO2_Si_05839,HfO2,Si(100),ALD,267.2,3.9,0.88,1.09,99.9,2.0,1.4032359522147692e-17,1.4e-17,9.136503725460422
ALD_HfO2_Si_05840,HfO2,Si(100),ALD,188.1,7.5,0.32,1.0,96.7,0.53,2.2792483483250913e-18,2.28e-18,0.5884235359440302
ALD_HfO2_Si_05841,HfO2,Si(100),ALD,338.9,5.6,0.65,1.18,99.9,2.0,1.0754526167468222e-17,1.08e-17,6.874255449127227
ALD_HfO2_Si_05842,HfO2,Si(100),ALD,174.5,4.3,0.74,0.99,99.2,0.71,3.0737672759818426e-18,3.07e-18,1.3920442868056861
ALD_HfO2_Si_05843,HfO2,Si(100),ALD,275.0,7.1,0.16,1.06,99.9,2.0,3.475134265916008e-18,3.48e-18,1.9387380488386652
ALD_HfO2_Si_05844,HfO2,Si(100),ALD,262.6,2.6,0.58,1.06,99.9,2.0,9.924621816080835e-18,9.92e-18,6.237985028556076
ALD_HfO2_Si_05845,HfO2,Si(100),ALD,227.8,1.2,0.6,1.07,99.9,0.95,4.526125821620356e-18,4.53e-18,2.035194377392131
ALD_HfO2_Si_05846,HfO2,Si(100),ALD,212.2,2.9,0.36,1.02,99.9,0.49,2.230803139887956e-18,2.23e-18,0.5708490810511221
ALD_HfO2_Si_05847,HfO2,Si(100),ALD,315.3,9.4,0.67,1.19,99.9,2.0,7.521153008314342e-18,7.52e-18,5.836506335579301
ALD_HfO2_Si_05848,HfO2,Si(100),ALD,313.5,4.7,0.25,1.11,99.9,2.0,8.854382387244052e-18,8.85e-18,3.8683208546399626
ALD_HfO2_Si_05849,HfO2,Si(100),ALD,246.0,0.6,0.34,1.05,99.9,1.61,4.008096240685827e-18,4.01e-18,2.443305414422398
ALD_HfO2_Si_05850,HfO2,Si(100),ALD,205.6,7.3,0.95,1.04,99.9,0.56,1.3027160769300665e-17,1.3e-17,2.5610500648170063
ALD_HfO2_Si_05851,HfO2,Si(100),ALD,307.8,6.8,0.32,1.13,99.9,2.0,6.6286690883046296e-18,6.63e-18,3.7867052924436275
ALD_HfO2_Si_05852,HfO2,Si(100),ALD,200.1,5.9,0.98,1.04,98.2,0.41,7.923693305177683e-18,7.92e-18,1.485265439316195
ALD_HfO2_Si_05853,HfO2,Si(100),ALD,348.3,2.1,0.46,1.18,99.9,2.0,1.9570520589922017e-17,1.96e-17,7.80105703263484
ALD_HfO2_Si_05854,HfO2,Si(100),ALD,156.8,8.9,0.05,0.94,94.0,1.49,4.073533075119776e-19,4.07e-19,0.3
ALD_HfO2_Si_05855,HfO2,Si(100),ALD,198.3,4.5,0.62,1.01,99.9,0.39,5.247330372002451e-18,5.25e-18,0.9144774657538436
ALD_HfO2_Si_05856,HfO2,Si(100),ALD,218.7,7.5,0.54,1.02,99.9,0.67,4.807335327576828e-18,4.81e-18,1.4033540206712045
ALD_HfO2_Si_05857,HfO2,Si(100),ALD,298.5,9.5,0.27,1.08,99.9,2.0,5.345120412818953e-18,5.35e-18,3.1234458179192344
ALD_HfO2_Si_05858,HfO2,Si(100),ALD,197.7,0.5,0.69,1.02,99.9,0.57,3.617837234045211e-18,3.62e-18,1.1707583540388158
ALD_HfO2_Si_05859,HfO2,Si(100),ALD,260.6,1.6,0.68,1.09,99.9,2.0,8.197893237624952e-18,8.2e-18,6.138735670699169
ALD_HfO2_Si_05860,HfO2,Si(100),ALD,295.4,9.2,0.64,1.12,99.9,2.0,1.254048202573654e-17,1.25e-17,7.365808946486907
ALD_HfO2_Si_05861,HfO2,Si(100),ALD,228.6,0.3,0.91,1.09,99.9,1.03,1.361458727115691e-17,1.36e-17,4.713065910483199
ALD_HfO2_Si_05862,HfO2,Si(100),ALD,267.4,5.1,0.13,1.09,99.9,2.0,1.6490190415620528e-18,1.65e-18,1.2038097581116096
ALD_HfO2_Si_05863,HfO2,Si(100),ALD,292.0,1.2,0.13,1.09,99.9,2.0,3.2545684925236917e-18,3.25e-18,1.6911873909268067
ALD_HfO2_Si_05864,HfO2,Si(100),ALD,166.1,0.8,0.62,0.97,99.9,1.03,3.171006378074988e-18,3.17e-18,1.8774785309980093
ALD_HfO2_Si_05865,HfO2,Si(100),ALD,313.4,9.7,1.0,1.15,99.9,2.0,3.3315637130454536e-17,3.33e-17,10.0
ALD_HfO2_Si_05866,HfO2,Si(100),ALD,324.5,0.5,0.62,1.15,99.9,2.0,1.9347757399137156e-17,1.93e-17,9.005016424819205
ALD_HfO2_Si_05867,HfO2,Si(100),ALD,313.3,0.4,0.98,1.15,99.9,2.0,2.709942992822803e-17,2.71e-17,10.0
ALD_HfO2_Si_05868,HfO2,Si(100),ALD,180.7,1.4,0.55,1.0,99.9,0.74,4.494906655020909e-18,4.49e-18,1.512574433522874
ALD_HfO2_Si_05869,HfO2,Si(100),ALD,278.2,0.7,0.43,1.09,99.9,2.0,8.977425850135996e-18,8.98e-18,5.108383448917603
ALD_HfO2_Si_05870,HfO2,Si(100),ALD,282.9,1.2,0.71,1.11,99.9,2.0,1.6467551541588453e-17,1.65e-17,8.890312726727219
ALD_HfO2_Si_05871,HfO2,Si(100),ALD,266.6,7.4,0.75,1.09,99.9,2.0,2.0395360452450842e-17,2.04e-17,10.0
ALD_HfO2_Si_05872,HfO2,Si(100),ALD,279.2,2.1,0.2,1.09,99.9,2.0,5.279360080792804e-18,5.28e-18,2.6716464641175617
ALD_HfO2_Si_05873,HfO2,Si(100),ALD,281.6,2.6,0.5,1.11,99.9,2.0,9.637683405551568e-18,9.64e-18,5.707483675908701
ALD_HfO2_Si_05874,HfO2,Si(100),ALD,276.1,9.9,0.43,1.08,99.9,2.0,5.964616878333722e-18,5.96e-18,4.163886206651241
ALD_HfO2_Si_05875,HfO2,Si(100),ALD,189.3,2.3,0.98,1.06,99.9,0.47,7.256421866296396e-18,7.26e-18,1.6293542199892213
ALD_HfO2_Si_05876,HfO2,Si(100),ALD,187.8,0.6,0.47,1.0,99.9,0.55,1.7179695125719461e-18,1.72e-18,0.6424845625463376
ALD_HfO2_Si_05877,HfO2,Si(100),ALD,207.4,6.5,0.37,1.0,99.9,0.54,3.7382319660441684e-18,3.74e-18,0.8256026867349326
ALD_HfO2_Si_05878,HfO2,Si(100),ALD,194.5,2.8,0.74,1.04,99.9,0.54,3.742886353960144e-18,3.74e-18,1.168305153380298
ALD_HfO2_Si_05879,HfO2,Si(100),ALD,225.6,6.7,0.88,1.06,99.9,0.92,1.1762115628226583e-17,1.18e-17,3.847824343944188
ALD_HfO2_Si_05880,HfO2,Si(100),ALD,293.5,8.2,0.35,1.12,99.9,2.0,1.1967941099653129e-17,1.2e-17,5.321292008692935
ALD_HfO2_Si_05881,HfO2,Si(100),ALD,170.8,8.8,0.14,0.94,94.0,0.96,5.095397842312699e-19,5.1e-19,0.33332481949879994
ALD_HfO2_Si_05882,HfO2,Si(100),ALD,220.4,4.4,0.09,1.05,99.9,0.75,7.596308152903277e-19,7.6e-19,0.3
ALD_HfO2_Si_05883,HfO2,Si(100),ALD,212.6,6.1,0.87,1.07,99.9,0.59,5.314966061777173e-18,5.31e-18,1.6493211877859457
ALD_HfO2_Si_05884,HfO2,Si(100),ALD,271.3,4.4,0.55,1.08,99.9,2.0,4.95636840168554e-18,4.96e-18,4.292758753699868
ALD_HfO2_Si_05885,HfO2,Si(100),ALD,183.6,3.4,0.27,0.98,99.9,0.67,1.656042907056521e-18,1.66e-18,0.5824193958859131
ALD_HfO2_Si_05886,HfO2,Si(100),ALD,181.4,1.3,0.54,1.03,99.9,0.67,4.027513531710933e-18,4.03e-18,1.2844983154266052
ALD_HfO2_Si_05887,HfO2,Si(100),ALD,303.4,5.0,0.12,1.1,99.9,2.0,3.199600094097555e-18,3.2e-18,1.6110603949982558
ALD_HfO2_Si_05888,HfO2,Si(100),ALD,191.2,6.7,0.68,1.01,99.1,0.5,4.8078539528879616e-18,4.81e-18,1.1752856847016864
ALD_HfO2_Si_05889,HfO2,Si(100),ALD,170.6,2.9,0.7,0.97,99.9,1.05,2.3400062247955558e-18,2.34e-18,1.7469890293691859
ALD_HfO2_Si_05890,HfO2,Si(100),ALD,230.0,2.3,0.49,1.05,99.9,0.84,5.038592305447824e-18,5.04e-18,1.7158340735958508
ALD_HfO2_Si_05891,HfO2,Si(100),ALD,279.6,7.1,0.53,1.1,99.9,2.0,5.5877399232327464e-18,5.59e-18,4.474344040969389
ALD_HfO2_Si_05892,HfO2,Si(100),ALD,240.6,3.3,0.45,1.07,99.9,1.44,3.247975929174092e-18,3.25e-18,2.263176903240723
ALD_HfO2_Si_05893,HfO2,Si(100),ALD,167.6,7.5,0.24,0.96,97.2,0.88,9.423002082808806e-19,9.42e-19,0.544034308929432
ALD_HfO2_Si_05894,HfO2,Si(100),ALD,328.3,3.6,0.39,1.12,99.9,2.0,1.420467938217772e-17,1.42e-17,6.119576515019102
ALD_HfO2_Si_05895,HfO2,Si(100),ALD,177.6,8.6,0.82,1.03,94.5,0.82,5.682952233619883e-18,5.68e-18,2.301182876713111
ALD_HfO2_Si_05896,HfO2,Si(100),ALD,345.9,5.5,0.7,1.2,99.9,2.0,2.464467837132018e-17,2.46e-17,10.0
ALD_HfO2_Si_05897,HfO2,Si(100),ALD,219.7,9.9,0.88,1.04,99.9,0.73,6.123955270531867e-18,6.12e-18,2.203045939540235
ALD_HfO2_Si_05898,HfO2,Si(100),ALD,276.3,3.6,0.06,1.1,99.9,2.0,8.08387812767716e-19,8.08e-19,0.5726098993718024
ALD_HfO2_Si_05899,HfO2,Si(100),ALD,251.6,7.2,0.49,1.08,99.9,1.75,4.0497168588883836e-18,4.05e-18,3.2047323992362067
ALD_HfO2_Si_05900,HfO2,Si(100),ALD,297.9,2.3,0.85,1.16,99.9,2.0,2.514024060662474e-17,2.51e-17,10.0
ALD_HfO2_Si_05901,HfO2,Si(100),ALD,222.3,1.0,0.37,1.04,99.9,0.71,6.549744559182114e-18,6.55e-18,1.43686095814696
ALD_HfO2_Si_05902,HfO2,Si(100),ALD,255.8,0.7,0.98,1.07,99.9,2.0,1.4905348422215038e-17,1.49e-17,9.9370494729316
ALD_HfO2_Si_05903,HfO2,Si(100),ALD,328.0,8.4,0.74,1.16,99.9,2.0,2.4487389855988437e-17,2.45e-17,10.0
ALD_HfO2_Si_05904,HfO2,Si(100),ALD,245.6,7.4,0.13,1.07,99.9,1.36,1.4744174013659604e-18,1.47e-18,0.7740413483121918
ALD_HfO2_Si_05905,HfO2,Si(100),ALD,203.2,6.7,0.66,1.02,97.6,0.44,3.0959580555358613e-18,3.1e-18,0.8176464032159707
ALD_HfO2_Si_05906,HfO2,Si(100),ALD,210.9,6.1,0.27,1.02,99.8,0.45,1.734096482519732e-18,1.73e-18,0.4002896645645315
ALD_HfO2_Si_05907,HfO2,Si(100),ALD,293.6,3.4,0.23,1.1,99.9,2.0,3.6960527927905575e-18,3.7e-18,2.3972114804978637
ALD_HfO2_Si_05908,HfO2,Si(100),ALD,338.4,5.9,0.33,1.11,99.9,2.0,8.792232158907777e-18,8.79e-18,4.428737009587662
ALD_HfO2_Si_05909,HfO2,Si(100),ALD,218.6,3.2,0.97,1.09,99.9,0.63,7.18749101102347e-18,7.19e-18,2.1625115024673875
ALD_HfO2_Si_05910,HfO2,Si(100),ALD,201.6,9.0,0.25,1.0,96.8,0.42,1.878954716024491e-18,1.88e-18,0.37421466570751777
ALD_HfO2_Si_05911,HfO2,Si(100),ALD,222.4,2.2,0.51,1.06,99.9,0.76,3.661654249751723e-18,3.66e-18,1.3501458925777317
