id,material,substrate,process,T_C,P_Torr,t_pulse_s,GPC_A_per_cycle,Uniformity_pct,Interdiffusion_Width_nm,Diffusivity_cm2_per_s,Diffusivity_cm2_per_s_str
ALD_HfO2_Si_06306,HfO2,Si(100),ALD,204,2,0.51,1.04,99.9,0.57,3.075094511079927e-18,3.08e-18
ALD_HfO2_Si_06307,HfO2,Si(100),ALD,292.5,2.5,0.73,1.12,99.9,2,1.356302540389686e-17,1.36e-17
ALD_HfO2_Si_06308,HfO2,Si(100),ALD,325.2,0.6,0.72,1.17,99.9,2,2.83087651907064e-17,2.83e-17
ALD_HfO2_Si_06309,HfO2,Si(100),ALD,150.6,4.4,0.31,0.96,99.9,1.79,1.0342444315615549e-18,1.03e-18
ALD_HfO2_Si_06310,HfO2,Si(100),ALD,345.6,2.4,0.24,1.16,99.9,2,5.360213659121516e-18,5.36e-18
ALD_HfO2_Si_06311,HfO2,Si(100),ALD,162.2,1.5,0.94,1.01,99.9,1.18,3.9824936557613055e-18,3.98e-18
ALD_HfO2_Si_06312,HfO2,Si(100),ALD,246.1,6.2,0.69,1.1,99.9,1.47,8.995828466968524e-18,9.00e-18
ALD_HfO2_Si_06313,HfO2,Si(100),ALD,191.6,4,0.42,0.99,98.8,0.49,4.071739117589652e-18,4.07e-18
ALD_HfO2_Si_06314,HfO2,Si(100),ALD,161.7,2,0.33,0.99,99.9,1.21,1.6178782094315504e-18,1.62e-18
ALD_HfO2_Si_06315,HfO2,Si(100),ALD,217.5,4.8,0.93,1.08,99.9,0.79,5.2876183957811065e-18,5.29e-18
ALD_HfO2_Si_06316,HfO2,Si(100),ALD,274.3,1.2,0.17,1.09,99.9,2,1.8068215962822767e-18,1.81e-18
ALD_HfO2_Si_06317,HfO2,Si(100),ALD,249.2,5.6,0.37,1.1,99.9,1.74,4.744923647699347e-18,4.74e-18
ALD_HfO2_Si_06318,HfO2,Si(100),ALD,258.8,9.7,0.56,1.08,99.9,2,1.0121125980801722e-17,1.01e-17
ALD_HfO2_Si_06319,HfO2,Si(100),ALD,241.9,4,0.38,1.08,99.9,1.35,7.299399658923695e-18,7.30e-18
ALD_HfO2_Si_06320,HfO2,Si(100),ALD,303.5,7.4,0.62,1.13,99.9,2,9.009402721222353e-18,9.01e-18
ALD_HfO2_Si_06321,HfO2,Si(100),ALD,348.8,6.6,0.64,1.2,99.9,2,2.1794873487170725e-17,2.18e-17
ALD_HfO2_Si_06322,HfO2,Si(100),ALD,248.3,2.6,0.07,1.05,99.9,1.81,6.435436914030819e-19,6.44e-19
ALD_HfO2_Si_06323,HfO2,Si(100),ALD,291.5,9.1,0.11,1.09,99.9,2,1.5012767777820183e-18,1.50e-18
ALD_HfO2_Si_06324,HfO2,Si(100),ALD,230.5,1.8,0.8,1.09,99.9,1.06,5.9708226396043905e-18,5.97e-18
ALD_HfO2_Si_06325,HfO2,Si(100),ALD,270.5,2,0.98,1.11,99.9,2,1.3274511327713457e-17,1.33e-17
ALD_HfO2_Si_06326,HfO2,Si(100),ALD,315.6,3.9,0.4,1.11,99.9,2,7.212609640181714e-18,7.21e-18
ALD_HfO2_Si_06327,HfO2,Si(100),ALD,243,4.3,0.46,1.06,99.9,1.37,1.1060647643890009e-17,1.11e-17
ALD_HfO2_Si_06328,HfO2,Si(100),ALD,261.5,5.4,0.33,1.09,99.9,2,3.9138818081656825e-18,3.91e-18
ALD_HfO2_Si_06329,HfO2,Si(100),ALD,194.7,4.2,0.6,1.05,99.9,0.55,5.676439717792866e-18,5.68e-18
ALD_HfO2_Si_06330,HfO2,Si(100),ALD,291,6,0.09,1.1,99.9,2,1.3623301927334079e-18,1.36e-18
ALD_HfO2_Si_06331,HfO2,Si(100),ALD,231.8,4.6,0.47,1.07,99.9,1,9.287149106402118e-18,9.29e-18
ALD_HfO2_Si_06332,HfO2,Si(100),ALD,183.8,5.8,0.6,0.99,99.8,0.57,4.209396924041196e-18,4.21e-18
ALD_HfO2_Si_06333,HfO2,Si(100),ALD,268.6,6.5,0.13,1.07,99.9,2,2.4293732895781153e-18,2.43e-18
ALD_HfO2_Si_06334,HfO2,Si(100),ALD,341.8,9.2,0.41,1.16,99.9,2,1.0583816591999892e-17,1.06e-17
ALD_HfO2_Si_06335,HfO2,Si(100),ALD,173.5,7,0.6,1,98.6,0.88,4.5474866424016465e-18,4.55e-18
ALD_HfO2_Si_06336,HfO2,Si(100),ALD,289.4,5.8,0.34,1.11,99.9,2,6.711396770076707e-18,6.71e-18
ALD_HfO2_Si_06337,HfO2,Si(100),ALD,200,9.3,0.74,1.05,97.3,0.63,4.903220583560264e-18,4.90e-18
ALD_HfO2_Si_06338,HfO2,Si(100),ALD,312.2,6.1,0.61,1.14,99.9,2,1.005283482044625e-17,1.01e-17
ALD_HfO2_Si_06339,HfO2,Si(100),ALD,250.7,6.7,0.79,1.09,99.9,1.83,9.052284541792083e-18,9.05e-18
ALD_HfO2_Si_06340,HfO2,Si(100),ALD,249.4,5.1,0.15,1.06,99.9,1.62,1.6315790927381486e-18,1.63e-18
ALD_HfO2_Si_06341,HfO2,Si(100),ALD,293,6.2,0.42,1.1,99.9,2,1.0161099146955124e-17,1.02e-17
ALD_HfO2_Si_06342,HfO2,Si(100),ALD,324.5,1.6,0.57,1.15,99.9,2,1.3707725232566094e-17,1.37e-17
ALD_HfO2_Si_06343,HfO2,Si(100),ALD,273.2,4,0.96,1.12,99.9,2,8.313408288143208e-18,8.31e-18
ALD_HfO2_Si_06344,HfO2,Si(100),ALD,254.4,7.9,0.19,1.06,99.9,2,2.9141379264271555e-18,2.91e-18
ALD_HfO2_Si_06345,HfO2,Si(100),ALD,312.3,3.6,0.3,1.13,99.9,2,1.0121949447261068e-17,1.01e-17
ALD_HfO2_Si_06346,HfO2,Si(100),ALD,306.2,4.9,0.1,1.11,99.9,2,1.3132728602308663e-18,1.31e-18
ALD_HfO2_Si_06347,HfO2,Si(100),ALD,271.9,8.4,0.9,1.11,99.9,2,2.356663044044857e-17,2.36e-17
ALD_HfO2_Si_06348,HfO2,Si(100),ALD,261.6,0.5,0.93,1.13,99.9,2,1.924320642721853e-17,1.92e-17
ALD_HfO2_Si_06349,HfO2,Si(100),ALD,218.2,4.4,0.64,1.03,99.9,0.68,4.723517647824401e-18,4.72e-18
ALD_HfO2_Si_06350,HfO2,Si(100),ALD,271.4,6.6,0.23,1.07,99.9,2,2.5305493436282884e-18,2.53e-18
ALD_HfO2_Si_06351,HfO2,Si(100),ALD,301.4,3.9,0.93,1.19,99.9,2,2.605692848543645e-17,2.61e-17
ALD_HfO2_Si_06352,HfO2,Si(100),ALD,233.9,0.6,0.58,1.05,99.9,1.08,4.019619819020812e-18,4.02e-18
ALD_HfO2_Si_06353,HfO2,Si(100),ALD,211.8,9.8,0.11,1,97.5,0.59,7.675523541186061e-19,7.68e-19
ALD_HfO2_Si_06354,HfO2,Si(100),ALD,259.7,1.9,0.77,1.11,99.9,2,6.961370920168849e-18,6.96e-18
ALD_HfO2_Si_06355,HfO2,Si(100),ALD,151.6,2.1,0.65,0.95,99.9,1.59,2.9516737622786454e-18,2.95e-18
ALD_HfO2_Si_06356,HfO2,Si(100),ALD,260.2,8.8,0.73,1.09,99.9,2,1.5183026405699145e-17,1.52e-17
ALD_HfO2_Si_06357,HfO2,Si(100),ALD,272.1,2.6,0.18,1.11,99.9,2,2.9858477218278983e-18,2.99e-18
ALD_HfO2_Si_06358,HfO2,Si(100),ALD,333.3,6.1,0.35,1.13,99.9,2,1.3218967007797252e-17,1.32e-17
ALD_HfO2_Si_06359,HfO2,Si(100),ALD,296.7,8.6,0.91,1.11,99.9,2,1.585219955263056e-17,1.59e-17
ALD_HfO2_Si_06360,HfO2,Si(100),ALD,331.1,7.1,0.8,1.15,99.9,2,2.2663222633650072e-17,2.27e-17
ALD_HfO2_Si_06361,HfO2,Si(100),ALD,177.7,0.4,0.31,1.01,99.9,0.72,1.262817957107706e-18,1.26e-18
ALD_HfO2_Si_06362,HfO2,Si(100),ALD,278,6.5,0.17,1.1,99.9,2,2.624057959108447e-18,2.62e-18
ALD_HfO2_Si_06363,HfO2,Si(100),ALD,333.9,8.9,0.58,1.16,99.9,2,1.3101072099327067e-17,1.31e-17
ALD_HfO2_Si_06364,HfO2,Si(100),ALD,185.5,3.7,0.2,1.01,97.7,0.63,1.2378690212783528e-18,1.24e-18
ALD_HfO2_Si_06365,HfO2,Si(100),ALD,292.4,3.6,0.44,1.14,99.9,2,7.711604964811485e-18,7.71e-18
ALD_HfO2_Si_06366,HfO2,Si(100),ALD,250.5,9.3,0.32,1.09,99.9,1.74,3.527095849658498e-18,3.53e-18
ALD_HfO2_Si_06367,HfO2,Si(100),ALD,245.3,2.8,0.95,1.09,99.9,1.4,2.0720354986171242e-17,2.07e-17
ALD_HfO2_Si_06368,HfO2,Si(100),ALD,228.8,8.2,0.7,1.03,98.9,0.96,1.1643548504964348e-17,1.16e-17
ALD_HfO2_Si_06369,HfO2,Si(100),ALD,229.3,1.2,0.64,1.05,99.9,0.96,9.684457917590901e-18,9.68e-18
ALD_HfO2_Si_06370,HfO2,Si(100),ALD,285.3,2.5,0.95,1.13,99.9,2,2.827846639065161e-17,2.83e-17
ALD_HfO2_Si_06371,HfO2,Si(100),ALD,257.9,9.7,0.85,1.1,99.9,2,1.720752193033966e-17,1.72e-17
ALD_HfO2_Si_06372,HfO2,Si(100),ALD,228.9,1.5,0.74,1.06,99.9,0.86,7.299738799496972e-18,7.30e-18
ALD_HfO2_Si_06373,HfO2,Si(100),ALD,211.3,8.2,0.17,1.04,99.2,0.64,1.3895869299191186e-18,1.39e-18
ALD_HfO2_Si_06374,HfO2,Si(100),ALD,257.5,8,0.18,1.09,99.9,2,2.5558035655435338e-18,2.56e-18
ALD_HfO2_Si_06375,HfO2,Si(100),ALD,332.9,3.8,0.57,1.16,99.9,2,1.4916651556166103e-17,1.49e-17
ALD_HfO2_Si_06376,HfO2,Si(100),ALD,212.9,0.3,0.91,1.07,99.9,0.63,5.604657752883217e-18,5.60e-18
ALD_HfO2_Si_06377,HfO2,Si(100),ALD,335.3,8.6,0.63,1.17,99.9,2,1.956485500837781e-17,1.96e-17
ALD_HfO2_Si_06378,HfO2,Si(100),ALD,161.5,9.1,0.81,1,94,1.21,2.5523447474433977e-18,2.55e-18
ALD_HfO2_Si_06379,HfO2,Si(100),ALD,297.2,5.4,0.15,1.12,99.9,2,2.9960184798085454e-18,3.00e-18
ALD_HfO2_Si_06380,HfO2,Si(100),ALD,295,6.3,0.56,1.12,99.9,2,7.962434402019338e-18,7.96e-18
ALD_HfO2_Si_06381,HfO2,Si(100),ALD,341,8.6,0.35,1.19,99.9,2,1.0303958764142848e-17,1.03e-17
ALD_HfO2_Si_06382,HfO2,Si(100),ALD,268.3,6.7,0.71,1.08,99.9,2,1.0926281468030547e-17,1.09e-17
ALD_HfO2_Si_06383,HfO2,Si(100),ALD,249.6,7.5,0.4,1.06,99.9,1.65,4.379088931079218e-18,4.38e-18
ALD_HfO2_Si_06384,HfO2,Si(100),ALD,170.5,9.1,0.78,1.01,95.2,0.8,2.6198580312900133e-18,2.62e-18
ALD_HfO2_Si_06385,HfO2,Si(100),ALD,309.7,0.2,0.93,1.16,99.9,2,1.4341190020477366e-17,1.43e-17
ALD_HfO2_Si_06386,HfO2,Si(100),ALD,227.4,0.7,0.21,1.06,99.9,0.72,2.301216237120594e-18,2.30e-18
ALD_HfO2_Si_06387,HfO2,Si(100),ALD,298.6,1.7,0.18,1.11,99.9,2,3.0043139449989718e-18,3.00e-18
ALD_HfO2_Si_06388,HfO2,Si(100),ALD,258,7.3,0.86,1.08,99.9,2,1.3448734655318028e-17,1.34e-17
ALD_HfO2_Si_06389,HfO2,Si(100),ALD,254.8,7.1,0.67,1.1,99.9,1.98,8.634581759534855e-18,8.63e-18
ALD_HfO2_Si_06390,HfO2,Si(100),ALD,330.2,4.5,0.66,1.17,99.9,2,1.682341950846192e-17,1.68e-17
ALD_HfO2_Si_06391,HfO2,Si(100),ALD,228.4,0.2,0.62,1.03,99.9,0.92,6.7287070478804164e-18,6.73e-18
ALD_HfO2_Si_06392,HfO2,Si(100),ALD,203.5,5.7,0.67,1.04,99.9,0.51,4.181629462107884e-18,4.18e-18
ALD_HfO2_Si_06393,HfO2,Si(100),ALD,174.3,9.4,0.99,1,97.5,0.92,6.361286861360654e-18,6.36e-18
ALD_HfO2_Si_06394,HfO2,Si(100),ALD,281.7,2.9,0.7,1.11,99.9,2,1.0363531545686856e-17,1.04e-17
ALD_HfO2_Si_06395,HfO2,Si(100),ALD,244.2,4.5,0.7,1.07,99.9,1.41,1.721563202197297e-17,1.72e-17
ALD_HfO2_Si_06396,HfO2,Si(100),ALD,189.7,5,0.98,1.05,99.9,0.6,4.664647861164768e-18,4.66e-18
ALD_HfO2_Si_06397,HfO2,Si(100),ALD,194.8,0.8,0.18,1.01,99.9,0.52,1.1121536324849097e-18,1.11e-18
ALD_HfO2_Si_06398,HfO2,Si(100),ALD,180,5.5,0.62,0.99,99.9,0.76,3.4364223110873998e-18,3.44e-18
ALD_HfO2_Si_06399,HfO2,Si(100),ALD,265.7,9.8,0.47,1.1,99.9,2,4.478661471788863e-18,4.48e-18
ALD_HfO2_Si_06400,HfO2,Si(100),ALD,172.4,4.9,0.3,0.97,99.9,0.87,2.0819758080686033e-18,2.08e-18
ALD_HfO2_Si_06401,HfO2,Si(100),ALD,281.3,4.2,0.21,1.1,99.9,2,3.1020325021379337e-18,3.10e-18
ALD_HfO2_Si_06402,HfO2,Si(100),ALD,294,9,0.32,1.1,99.9,2,2.9195347871251036e-18,2.92e-18
ALD_HfO2_Si_06403,HfO2,Si(100),ALD,303.3,4,0.08,1.1,99.9,2,2.006668715925953e-18,2.01e-18
ALD_HfO2_Si_06404,HfO2,Si(100),ALD,292.1,10,0.2,1.11,99.9,2,2.9950230027760083e-18,3.00e-18
ALD_HfO2_Si_06405,HfO2,Si(100),ALD,277.9,5.2,0.17,1.09,99.9,2,2.626102113199613e-18,2.63e-18
ALD_HfO2_Si_06406,HfO2,Si(100),ALD,257,6.1,0.18,1.09,99.9,2,2.8064051172951208e-18,2.81e-18
ALD_HfO2_Si_06407,HfO2,Si(100),ALD,175.2,2.3,0.97,1.02,99.9,0.88,4.99235735481672e-18,4.99e-18
ALD_HfO2_Si_06408,HfO2,Si(100),ALD,284.1,7.4,0.61,1.12,99.9,2,9.376675659288265e-18,9.38e-18
ALD_HfO2_Si_06409,HfO2,Si(100),ALD,270,8.5,0.21,1.07,99.9,2,6.463910015669801e-18,6.46e-18
ALD_HfO2_Si_06410,HfO2,Si(100),ALD,255.1,7.1,0.43,1.08,99.9,2,2.858847568359106e-18,2.86e-18
ALD_HfO2_Si_06411,HfO2,Si(100),ALD,311.3,6.7,0.66,1.15,99.9,2,1.0034113755288137e-17,1.00e-17
ALD_HfO2_Si_06412,HfO2,Si(100),ALD,260.2,2.5,0.85,1.1,99.9,2,8.229018577458896e-18,8.23e-18
ALD_HfO2_Si_06413,HfO2,Si(100),ALD,190.2,6.9,0.86,1.01,99.9,0.57,9.903207729676432e-18,9.90e-18
ALD_HfO2_Si_06414,HfO2,Si(100),ALD,276.2,5.5,0.37,1.1,99.9,2,4.874025390575977e-18,4.87e-18
ALD_HfO2_Si_06415,HfO2,Si(100),ALD,163.6,2.1,0.35,0.99,99.9,1.27,1.905735407133707e-18,1.91e-18
ALD_HfO2_Si_06416,HfO2,Si(100),ALD,180,0.8,0.92,1.02,99.9,0.73,4.818478946350697e-18,4.82e-18
ALD_HfO2_Si_06417,HfO2,Si(100),ALD,221,2.2,0.69,1.04,99.9,0.73,7.56314923557672e-18,7.56e-18
ALD_HfO2_Si_06418,HfO2,Si(100),ALD,256.9,9.6,0.05,1.08,99.9,2,6.533777881581248e-19,6.53e-19
ALD_HfO2_Si_06419,HfO2,Si(100),ALD,313.3,8.3,0.16,1.13,99.9,2,3.84441320473874e-18,3.84e-18
ALD_HfO2_Si_06420,HfO2,Si(100),ALD,182,4.1,0.29,0.99,99.9,0.62,2.671808151446882e-18,2.67e-18
ALD_HfO2_Si_06421,HfO2,Si(100),ALD,318,7.3,0.11,1.11,99.9,2,3.0562417063212416e-18,3.06e-18
ALD_HfO2_Si_06422,HfO2,Si(100),ALD,336.2,9.9,0.6,1.15,99.9,2,1.3776580468553723e-17,1.38e-17
ALD_HfO2_Si_06423,HfO2,Si(100),ALD,319.6,2.9,0.22,1.15,99.9,2,5.898959848867581e-18,5.90e-18
ALD_HfO2_Si_06424,HfO2,Si(100),ALD,344.7,0.8,1,1.2,99.9,2,6.467377437758823e-17,6.47e-17
ALD_HfO2_Si_06425,HfO2,Si(100),ALD,226.7,6.5,0.66,1.05,99.9,0.84,7.548363865362913e-18,7.55e-18
ALD_HfO2_Si_06426,HfO2,Si(100),ALD,272.6,1,0.62,1.11,99.9,2,9.913998581861748e-18,9.91e-18
ALD_HfO2_Si_06427,HfO2,Si(100),ALD,237.5,6.4,0.48,1.05,99.9,1.11,3.448400867842953e-18,3.45e-18
ALD_HfO2_Si_06428,HfO2,Si(100),ALD,273.9,5,0.86,1.14,99.9,2,1.646502498727286e-17,1.65e-17
ALD_HfO2_Si_06429,HfO2,Si(100),ALD,225.1,8.6,0.06,1.05,96.9,0.77,6.798210606599808e-19,6.80e-19
ALD_HfO2_Si_06430,HfO2,Si(100),ALD,249.8,0.2,0.39,1.06,99.9,1.71,5.162060530231206e-18,5.16e-18
ALD_HfO2_Si_06431,HfO2,Si(100),ALD,240.4,4.8,0.89,1.08,99.9,1.45,1.0173892845477667e-17,1.02e-17
ALD_HfO2_Si_06432,HfO2,Si(100),ALD,235.9,1.3,0.56,1.02,99.9,1.01,1.3829439326485357e-17,1.38e-17
ALD_HfO2_Si_06433,HfO2,Si(100),ALD,193.5,5.6,0.77,1.01,99.6,0.59,6.904709112407997e-18,6.90e-18
ALD_HfO2_Si_06434,HfO2,Si(100),ALD,315.4,3.2,0.75,1.13,99.9,2,2.5318523670456494e-17,2.53e-17
ALD_HfO2_Si_06435,HfO2,Si(100),ALD,245.7,9.5,0.45,1.07,97.3,1.5,5.339707819671055e-18,5.34e-18
ALD_HfO2_Si_06436,HfO2,Si(100),ALD,207.4,0.7,0.82,1.04,99.9,0.44,6.26217810785431e-18,6.26e-18
ALD_HfO2_Si_06437,HfO2,Si(100),ALD,239.8,2.6,0.11,1.02,99.9,1.35,1.4092760711734181e-18,1.41e-18
ALD_HfO2_Si_06438,HfO2,Si(100),ALD,323.8,8.7,0.34,1.14,99.9,2,8.445705825527444e-18,8.45e-18
ALD_HfO2_Si_06439,HfO2,Si(100),ALD,275.7,6.5,0.1,1.09,99.9,2,1.536382458353985e-18,1.54e-18
ALD_HfO2_Si_06440,HfO2,Si(100),ALD,258.2,8,0.79,1.11,99.9,2,1.1987232283146548e-17,1.20e-17
ALD_HfO2_Si_06441,HfO2,Si(100),ALD,304.8,8.8,0.54,1.1,99.9,2,9.754987329944942e-18,9.75e-18
ALD_HfO2_Si_06442,HfO2,Si(100),ALD,199.5,3.4,0.88,1.04,99.9,0.34,6.8748886988896265e-18,6.87e-18
ALD_HfO2_Si_06443,HfO2,Si(100),ALD,260,3,0.88,1.08,99.9,2,1.2069170836143915e-17,1.21e-17
ALD_HfO2_Si_06444,HfO2,Si(100),ALD,314.8,9.7,0.99,1.18,99.9,2,3.085435208517862e-17,3.09e-17
ALD_HfO2_Si_06445,HfO2,Si(100),ALD,210.5,0.6,0.17,1.03,99.9,0.43,1.1862994010677546e-18,1.19e-18
ALD_HfO2_Si_06446,HfO2,Si(100),ALD,274.2,9.3,0.77,1.1,99.6,2,6.591437165222895e-18,6.59e-18
ALD_HfO2_Si_06447,HfO2,Si(100),ALD,153.4,5.5,0.49,0.97,98.5,1.56,2.0843954945928705e-18,2.08e-18
ALD_HfO2_Si_06448,HfO2,Si(100),ALD,279.9,1,0.1,1.08,99.9,2,1.8950057899136595e-18,1.90e-18
ALD_HfO2_Si_06449,HfO2,Si(100),ALD,314.1,8,0.09,1.08,99.9,2,2.846376536210162e-18,2.85e-18
ALD_HfO2_Si_06450,HfO2,Si(100),ALD,342.9,9.3,0.1,1.15,99.9,2,2.522050722550033e-18,2.52e-18
ALD_HfO2_Si_06451,HfO2,Si(100),ALD,348.9,3.3,0.11,1.15,99.9,2,4.386128528909898e-18,4.39e-18
ALD_HfO2_Si_06452,HfO2,Si(100),ALD,303,9.4,0.31,1.13,99.9,2,8.904035907269011e-18,8.90e-18
ALD_HfO2_Si_06453,HfO2,Si(100),ALD,320,4.2,0.94,1.15,99.9,2,2.8858015271833926e-17,2.89e-17
ALD_HfO2_Si_06454,HfO2,Si(100),ALD,278.9,0.5,0.32,1.09,99.9,2,4.1234762786183615e-18,4.12e-18
ALD_HfO2_Si_06455,HfO2,Si(100),ALD,178,4.8,0.34,0.97,99.9,0.72,1.6588158508522161e-18,1.66e-18
ALD_HfO2_Si_06456,HfO2,Si(100),ALD,263.4,5.9,0.72,1.08,99.9,2,1.1394833608222056e-17,1.14e-17
ALD_HfO2_Si_06457,HfO2,Si(100),ALD,155.3,7.6,0.78,0.98,97,1.49,6.0342741793002374e-18,6.03e-18
ALD_HfO2_Si_06458,HfO2,Si(100),ALD,287.1,5.7,0.27,1.12,99.9,2,4.736753119760231e-18,4.74e-18
ALD_HfO2_Si_06459,HfO2,Si(100),ALD,201.2,5.5,0.67,1.02,99.9,0.66,4.804470568328972e-18,4.80e-18
ALD_HfO2_Si_06460,HfO2,Si(100),ALD,193.2,8.8,0.73,1.03,99.7,0.54,3.32490747150539e-18,3.32e-18
ALD_HfO2_Si_06461,HfO2,Si(100),ALD,240.7,9.9,0.33,1.05,98.6,1.22,3.2828083950808033e-18,3.28e-18
ALD_HfO2_Si_06462,HfO2,Si(100),ALD,220.7,9.1,0.93,1.05,99.9,0.73,6.837835851721505e-18,6.84e-18
ALD_HfO2_Si_06463,HfO2,Si(100),ALD,188.4,1.5,0.34,1,99.9,0.52,2.230760716954305e-18,2.23e-18
ALD_HfO2_Si_06464,HfO2,Si(100),ALD,313.6,3.3,0.61,1.15,99.9,2,8.858287789386613e-18,8.86e-18
ALD_HfO2_Si_06465,HfO2,Si(100),ALD,279.4,2.7,0.64,1.09,99.9,2,9.457450096249829e-18,9.46e-18
ALD_HfO2_Si_06466,HfO2,Si(100),ALD,270.9,2.6,0.76,1.12,99.9,2,8.452056218128466e-18,8.45e-18
ALD_HfO2_Si_06467,HfO2,Si(100),ALD,215.2,8.1,0.56,1.03,99.5,0.64,6.388277335995161e-18,6.39e-18
ALD_HfO2_Si_06468,HfO2,Si(100),ALD,244.8,3.7,0.29,1.05,99.9,1.43,2.5564969388855722e-18,2.56e-18
ALD_HfO2_Si_06469,HfO2,Si(100),ALD,225.4,9.8,0.34,1.05,97.5,0.8,2.6974217443368286e-18,2.70e-18
ALD_HfO2_Si_06470,HfO2,Si(100),ALD,253.7,7.5,0.98,1.09,99.9,2,1.341657171210817e-17,1.34e-17
ALD_HfO2_Si_06471,HfO2,Si(100),ALD,335.3,2,0.57,1.16,99.9,2,1.423939290728129e-17,1.42e-17
ALD_HfO2_Si_06472,HfO2,Si(100),ALD,306,7.3,0.94,1.15,99.9,2,4.0719195358116254e-17,4.07e-17
ALD_HfO2_Si_06473,HfO2,Si(100),ALD,202.5,7,0.17,1.01,99.9,0.45,1.6523998533480966e-18,1.65e-18
ALD_HfO2_Si_06474,HfO2,Si(100),ALD,152.5,1.3,0.43,0.94,99.9,1.66,1.979451894247601e-18,1.98e-18
ALD_HfO2_Si_06475,HfO2,Si(100),ALD,332,7.9,0.57,1.13,99.9,2,1.7628105883738086e-17,1.76e-17
ALD_HfO2_Si_06476,HfO2,Si(100),ALD,207.3,0.4,0.72,1.05,99.9,0.45,2.836670223378421e-18,2.84e-18
ALD_HfO2_Si_06477,HfO2,Si(100),ALD,317,6,0.51,1.16,99.9,2,1.7664352974441778e-17,1.77e-17
ALD_HfO2_Si_06478,HfO2,Si(100),ALD,305.7,1.1,0.69,1.13,99.9,2,1.70438423874906e-17,1.70e-17
ALD_HfO2_Si_06479,HfO2,Si(100),ALD,236,9.2,0.59,1.06,99.9,1.26,6.077541580277919e-18,6.08e-18
ALD_HfO2_Si_06480,HfO2,Si(100),ALD,211,5.4,0.99,1.06,99.9,0.59,9.668096804727316e-18,9.67e-18
ALD_HfO2_Si_06481,HfO2,Si(100),ALD,332.9,1.5,0.62,1.17,99.9,2,2.1260276657727056e-17,2.13e-17
ALD_HfO2_Si_06482,HfO2,Si(100),ALD,160.9,4.8,0.77,0.97,99.6,1.19,3.374403272921933e-18,3.37e-18
ALD_HfO2_Si_06483,HfO2,Si(100),ALD,164.9,1.6,0.24,0.96,99.9,1.06,1.3723255094889907e-18,1.37e-18
ALD_HfO2_Si_06484,HfO2,Si(100),ALD,279.1,9.9,0.49,1.1,99.9,2,1.0888875966957573e-17,1.09e-17
ALD_HfO2_Si_06485,HfO2,Si(100),ALD,339.2,5.7,0.41,1.17,99.9,2,1.4099156960559396e-17,1.41e-17
ALD_HfO2_Si_06486,HfO2,Si(100),ALD,312.2,6.6,0.36,1.17,99.9,2,7.662413204331186e-18,7.66e-18
ALD_HfO2_Si_06487,HfO2,Si(100),ALD,345.2,6.3,0.71,1.18,99.9,2,2.43634840932994e-17,2.44e-17
ALD_HfO2_Si_06488,HfO2,Si(100),ALD,290.2,8.1,0.3,1.08,99.9,2,8.184976314399537e-18,8.18e-18
ALD_HfO2_Si_06489,HfO2,Si(100),ALD,188.2,1.4,0.84,1.04,99.9,0.48,7.006731361160162e-18,7.01e-18
ALD_HfO2_Si_06490,HfO2,Si(100),ALD,185.2,6.4,0.19,1.01,99.9,0.65,8.420627861888325e-19,8.42e-19
ALD_HfO2_Si_06491,HfO2,Si(100),ALD,209.1,6.3,0.17,1.02,99.9,0.53,1.6658558532691596e-18,1.67e-18
ALD_HfO2_Si_06492,HfO2,Si(100),ALD,209.4,3.9,0.05,1,99.9,0.49,4.948288327858042e-19,4.95e-19
ALD_HfO2_Si_06493,HfO2,Si(100),ALD,263.6,3.3,0.2,1.09,99.9,2,3.995182833776296e-18,4.00e-18
ALD_HfO2_Si_06494,HfO2,Si(100),ALD,330.2,3,0.43,1.16,99.9,2,1.1661315857727875e-17,1.17e-17
ALD_HfO2_Si_06495,HfO2,Si(100),ALD,215.2,9.9,0.66,1.03,97.7,0.71,5.095295717203192e-18,5.10e-18
ALD_HfO2_Si_06496,HfO2,Si(100),ALD,191.9,6.7,0.58,1.03,98,0.71,2.6255338470956743e-18,2.63e-18
ALD_HfO2_Si_06497,HfO2,Si(100),ALD,191.7,0.2,0.63,1.04,99.9,0.6,3.468056892287578e-18,3.47e-18
ALD_HfO2_Si_06498,HfO2,Si(100),ALD,152.6,3,0.29,0.98,99.9,1.56,1.9002930887868998e-18,1.90e-18
ALD_HfO2_Si_06499,HfO2,Si(100),ALD,169,4.9,0.3,0.98,99.9,0.91,1.7188657785178093e-18,1.72e-18
ALD_HfO2_Si_06500,HfO2,Si(100),ALD,322.3,8.1,0.59,1.15,99.9,2,1.428768559320707e-17,1.43e-17
ALD_HfO2_Si_06501,HfO2,Si(100),ALD,190,2.4,0.2,1.02,99.9,0.39,1.9364465941260443e-18,1.94e-18
ALD_HfO2_Si_06502,HfO2,Si(100),ALD,347.5,3.3,0.93,1.18,99.9,2,4.1676337206708745e-17,4.17e-17
ALD_HfO2_Si_06503,HfO2,Si(100),ALD,254.2,3.2,0.87,1.1,99.9,1.8,8.84287460654095e-18,8.84e-18
ALD_HfO2_Si_06504,HfO2,Si(100),ALD,171.6,7.1,0.88,0.99,95.5,0.92,7.000542543690122e-18,7.00e-18
